latitude,longitude,node_id,type,name
33.4963016,126.9094485,10856258999,intersection,intersection
33.4962696,126.9094687,10856258989,intersection,intersection
33.4962286,126.9094068,2787801145,intersection,intersection
33.4928427,126.9095504,10856362972,intersection,intersection
33.4888558,126.9050422,1869639376,intersection,intersection
33.4870752,126.9028106,3744662552,intersection,intersection
33.4854516,126.9020088,1869639299,intersection,intersection
33.4781997,126.9083358,1869639371,intersection,intersection
33.4692131,126.9206394,1869639341,intersection,intersection
33.4690015,126.9211461,3567952482,intersection,intersection
33.4687597,126.9210893,3567952476,intersection,intersection
33.4687702,126.921645,3567952475,intersection,intersection
33.4687074,126.9288923,3568382065,intersection,intersection
33.4686429,126.9287145,5559131085,intersection,intersection
33.4685592,126.9289157,5559131088,intersection,intersection
33.4685284,126.9288447,5559131087,intersection,intersection
33.4656547,126.9354437,3766594038,intersection,intersection
33.4653104,126.9360719,2460233004,intersection,intersection
33.4646158,126.9353747,3754871877,intersection,intersection
33.4644147,126.9359294,3754871878,intersection,intersection
33.463708,126.9354205,3754871874,intersection,intersection
33.4613167,126.933914,2460228606,intersection,intersection
33.4611246,126.9333801,5558668276,intersection,intersection
33.4610729,126.9332102,3571023700,intersection,intersection
33.4606841,126.9312447,3571023697,intersection,intersection
33.4608765,126.9339944,551049589,intersection,intersection
33.4605423,126.931127,330006918,intersection,intersection
33.4605147,126.9314692,3571023696,intersection,intersection
33.460435,126.9312585,2460228611,intersection,intersection
33.4601885,126.9307837,330006917,intersection,intersection
33.4590712,126.9290206,3763516292,intersection,intersection
33.4590359,126.9294882,3763516269,intersection,intersection
33.4587719,126.9289979,2460224493,intersection,intersection
33.4587924,126.9293385,2460224498,intersection,intersection
33.4583679,126.9289286,3763516271,intersection,intersection
33.4357634,126.9189606,2620909720,intersection,intersection
33.4352315,126.9166193,330006782,intersection,intersection
33.43407,126.9159127,330006776,intersection,intersection
33.4337967,126.9246813,2501591511,intersection,intersection
33.4325174,126.9152276,3751021066,intersection,intersection
33.4267513,126.9160379,11442967726,intersection,intersection
33.4254301,126.9268833,3739781340,intersection,intersection
33.4248533,126.9266641,2501591373,intersection,intersection
33.4246542,126.929166,9821665277,intersection,intersection
33.4244102,126.9287637,9821665262,intersection,intersection
33.4181552,126.9110832,2808003744,intersection,intersection
33.412199,126.9081876,3744736965,intersection,intersection
33.4106491,126.9080538,330002044,intersection,intersection
33.405756,126.905865,3744739189,intersection,intersection
33.4051928,126.9041694,330001603,intersection,intersection
33.4046056,126.9035836,3744738962,intersection,intersection
33.4038889,126.902294,3744739217,intersection,intersection
33.4034982,126.9025944,3744738938,intersection,intersection
33.4032809,126.9028371,3783986920,intersection,intersection
33.4024133,126.9020221,3744739025,intersection,intersection
33.4014435,126.9029467,3744739033,intersection,intersection
33.401357,126.9026135,3744739032,intersection,intersection
33.4009721,126.9033765,3744739017,intersection,intersection
33.4006838,126.9029606,3744744080,intersection,intersection
33.3827169,126.8802711,329990894,intersection,intersection
33.3818056,126.8803901,2807912722,intersection,intersection
33.381577,126.87964,2807912711,intersection,intersection
33.3803612,126.8811384,3748566787,intersection,intersection
33.3797016,126.8809144,3744751746,intersection,intersection
33.3779277,126.879004,3744750400,intersection,intersection
33.3769976,126.8778326,329990832,intersection,intersection
33.3708161,126.8712421,3738240847,intersection,intersection
33.3708942,126.86985,4087633124,intersection,intersection
33.3688996,126.8723709,3738240615,intersection,intersection
33.3672616,126.8714144,2807888618,intersection,intersection
33.3666372,126.8706601,2807888615,intersection,intersection
33.3663077,126.8698589,2807888608,intersection,intersection
33.363189,126.8670015,3738240868,intersection,intersection
33.3624347,126.867283,3786268301,intersection,intersection
33.3496172,126.8634489,3738240891,intersection,intersection
33.349323,126.8633351,568985854,intersection,intersection
33.3448991,126.8579758,3783987209,intersection,intersection
33.3428437,126.8562484,3738240933,intersection,intersection
33.3410978,126.8552819,3784022764,intersection,intersection
33.339801,126.8549433,2794468259,intersection,intersection
33.3393499,126.8553162,3784039308,intersection,intersection
33.3392304,126.854965,3738240969,intersection,intersection
33.338946,126.8553629,2794468237,intersection,intersection
33.3393019,126.8539707,3784039302,intersection,intersection
33.3392123,126.853111,3784039312,intersection,intersection
33.335426,126.8467762,3748052951,intersection,intersection
33.3340064,126.8453685,3738241089,intersection,intersection
33.3302173,126.837211,325629637,intersection,intersection
33.3300549,126.8371238,10086985971,intersection,intersection
33.3300571,126.8368741,10086985968,intersection,intersection
33.3300181,126.8369493,10086985969,intersection,intersection
33.33008,126.8366266,10086985975,intersection,intersection
33.3297621,126.8370141,10086985980,intersection,intersection
33.3295333,126.8369257,2794677588,intersection,intersection
33.3285058,126.8365846,2795780752,intersection,intersection
33.325249,126.8447341,2908892847,intersection,intersection
33.3255677,126.8437523,2908892858,intersection,intersection
33.3283535,126.8365719,325629630,intersection,intersection
33.3250132,126.8439206,3735194191,intersection,intersection
33.3252733,126.842751,2908892848,intersection,intersection
33.3253058,126.8425677,325629546,intersection,intersection
33.3271737,126.8361403,2624456333,intersection,intersection
33.326537,126.8362267,2624456301,intersection,intersection
33.3260534,126.8369185,325629623,intersection,intersection
33.3253592,126.83803,325629575,intersection,intersection
33.325632,126.8373011,2795780669,intersection,intersection
33.3257625,126.83693,2795780718,intersection,intersection
33.3257728,126.8368485,2795780723,intersection,intersection
33.3256974,126.8369923,2795780695,intersection,intersection
33.3256336,126.8369888,2795780670,intersection,intersection
33.325716,126.8367592,2795780705,intersection,intersection
33.3256389,126.8367522,2795780674,intersection,intersection
33.3255711,126.8369119,2795770949,intersection,intersection
33.32559,126.8367911,2795770956,intersection,intersection
33.3213156,126.845809,325629432,intersection,intersection
33.3201207,126.8439952,2908789727,intersection,intersection
33.3173462,126.8422599,2909084645,intersection,intersection
33.3157739,126.8387028,3955807708,intersection,intersection
33.3120292,126.8359796,2909042447,intersection,intersection
33.3086415,126.8298498,3750895434,intersection,intersection
33.3080146,126.8162152,11442974373,intersection,intersection
33.30786,126.8154991,3750895449,intersection,intersection
33.3064834,126.8129921,3750895480,intersection,intersection
33.3065682,126.7865838,3784064093,intersection,intersection
33.3073278,126.7822094,3729655300,intersection,intersection
33.3065552,126.7831616,4259993527,intersection,intersection
33.3074362,126.7813432,3509597741,intersection,intersection
33.3074507,126.7802634,2907129391,intersection,intersection
33.3073425,126.7802618,2907129390,intersection,intersection
33.3074667,126.7786523,2798170968,intersection,intersection
33.3074191,126.7786555,2798170960,intersection,intersection
33.3074133,126.778395,2798170959,intersection,intersection
33.3074087,126.7781873,2796155875,intersection,intersection
33.3074344,126.7777793,2798170962,intersection,intersection
33.3074396,126.7766531,436404324,intersection,intersection
33.2996496,126.7672789,3751006385,intersection,intersection
33.2998099,126.7662293,3751006386,intersection,intersection
33.2991482,126.766594,3751006389,intersection,intersection
33.2985233,126.7658678,2859523558,intersection,intersection
33.2989229,126.76521,3751006368,intersection,intersection
33.2924828,126.7615261,2962494699,intersection,intersection
33.2920207,126.7617227,2962494661,intersection,intersection
33.2924902,126.7608864,2962494701,intersection,intersection
33.2919857,126.7610311,2859517180,intersection,intersection
33.2914055,126.7595379,2962494636,intersection,intersection
33.2897582,126.7575527,2859517130,intersection,intersection
33.289878,126.7517853,2795900202,intersection,intersection
33.2898078,126.7518037,325336076,intersection,intersection
33.2896393,126.7514704,10087019135,intersection,intersection
33.2893532,126.7517204,3758862027,intersection,intersection
33.2887315,126.7515789,325336036,intersection,intersection
33.2792366,126.7240733,2503858320,intersection,intersection
33.279546,126.7227933,2503858328,intersection,intersection
33.277944,126.7221686,3763251004,intersection,intersection
33.2784141,126.7192481,325334475,intersection,intersection
33.2781829,126.7185651,325334461,intersection,intersection
33.2766941,126.7152955,325334365,intersection,intersection
33.2764571,126.7135323,2955475294,intersection,intersection
33.2756953,126.7125704,2506830205,intersection,intersection
33.2717005,126.670998,3763251055,intersection,intersection
33.2707946,126.6660688,5578490181,intersection,intersection
33.2740593,126.6629034,3729655274,intersection,intersection
33.2739197,126.6629248,2965582774,intersection,intersection
33.2743508,126.6622328,3729655272,intersection,intersection
33.272752,126.6630791,3763252469,intersection,intersection
33.272346,126.6628903,3735245853,intersection,intersection
33.2713088,126.6620894,2962243158,intersection,intersection
33.2745219,126.6573975,3781573645,intersection,intersection
33.2730044,126.6581759,2886547081,intersection,intersection
33.274467,126.6572267,2962243215,intersection,intersection
33.2743049,126.6572962,3781573643,intersection,intersection
33.272496,126.6583396,2886542114,intersection,intersection
33.2732931,126.6577926,2892599417,intersection,intersection
33.2709096,126.6591275,1909451757,intersection,intersection
33.2714433,126.6584678,2886547074,intersection,intersection
33.2708104,126.658592,569006118,intersection,intersection
33.2701132,126.658237,2886547070,intersection,intersection
33.2693369,126.6560595,2886547062,intersection,intersection
33.2696249,126.6552982,2886547059,intersection,intersection
33.2691875,126.6553026,5581934838,intersection,intersection
33.2665627,126.6431741,2886556387,intersection,intersection
33.266871,126.6427043,2797969557,intersection,intersection
33.2669194,126.6426118,2798226562,intersection,intersection
33.265992,126.6419524,2886556391,intersection,intersection
33.266286,126.6416858,2941764393,intersection,intersection
33.2663406,126.6415991,2896404548,intersection,intersection
33.2650393,126.6411126,2886556394,intersection,intersection
33.2649354,126.6410346,2886556395,intersection,intersection
33.2656943,126.6406547,3748761353,intersection,intersection
33.2647146,126.6410278,5581931253,intersection,intersection
33.2648253,126.6408428,2896428827,intersection,intersection
33.2641617,126.640928,2896428833,intersection,intersection
33.2643411,126.6402483,2896428831,intersection,intersection
33.250629,126.6214102,2560450525,intersection,intersection
33.2506602,126.6199983,3763265268,intersection,intersection
33.2506082,126.6198574,2560450451,intersection,intersection
33.2499614,126.619336,325251819,intersection,intersection
33.239984,126.6084315,2892560134,intersection,intersection
33.2397963,126.6058655,2892571654,intersection,intersection
33.2397628,126.6045799,1982584705,intersection,intersection
33.2373487,126.6016118,2880795577,intersection,intersection
33.2369303,126.6007483,2934191019,intersection,intersection
33.2367762,126.5970647,3763265285,intersection,intersection
33.2425674,126.5903105,2934169764,intersection,intersection
33.2445695,126.5857381,2844095989,intersection,intersection
33.2440468,126.5818284,2880802382,intersection,intersection
33.2453188,126.575985,3784399207,intersection,intersection
33.2448549,126.569897,2636411271,intersection,intersection
33.2447868,126.5698231,4826763028,intersection,intersection
33.2444491,126.5694526,3763273795,intersection,intersection
33.2438794,126.5688198,2636411302,intersection,intersection
33.2439152,126.5686301,3784389224,intersection,intersection
33.2433151,126.5681937,2846240580,intersection,intersection
33.2426853,126.5673882,2636411295,intersection,intersection
33.2425115,126.5671829,2407923960,intersection,intersection
33.2425551,126.5669409,2636411300,intersection,intersection
33.2414798,126.5662427,2407923958,intersection,intersection
33.2406015,126.5654557,2407923952,intersection,intersection
33.2398754,126.5640982,3792020496,intersection,intersection
33.2396275,126.5639174,325025299,intersection,intersection
33.2401702,126.5632367,2844092874,intersection,intersection
33.2402282,126.5630821,2407928240,intersection,intersection
33.2427286,126.5625302,2636434983,intersection,intersection
33.2436264,126.5624914,3784327458,intersection,intersection
33.2403307,126.5624673,2407928243,intersection,intersection
33.2436679,126.5624234,2636434969,intersection,intersection
33.242331,126.5624131,2636434991,intersection,intersection
33.2425502,126.5619481,3763273798,intersection,intersection
33.2409432,126.5619159,2407928248,intersection,intersection
33.243555,126.5616337,325025236,intersection,intersection
33.2413197,126.5616065,2407928251,intersection,intersection
33.2413979,126.548577,3784282466,intersection,intersection
33.2379343,126.5155219,3748761256,intersection,intersection
33.2361952,126.5150675,3763312369,intersection,intersection
33.2378029,126.5154437,2896574655,intersection,intersection
33.2373802,126.5153115,3765640068,intersection,intersection
33.236264,126.5147856,2896574603,intersection,intersection
33.2378093,126.5150985,2896574656,intersection,intersection
33.2344501,126.5132767,3750917371,intersection,intersection
33.2334748,126.5119868,2896570733,intersection,intersection
33.2330701,126.5116337,2896570727,intersection,intersection
33.228054,126.4770692,8074275468,intersection,intersection
33.2284979,126.4757361,8074275467,intersection,intersection
33.2284584,126.4756356,8074275450,intersection,intersection
33.2316992,126.4644852,3488658630,intersection,intersection
33.2389834,126.4398033,324986995,intersection,intersection
33.2398009,126.4378034,324986942,intersection,intersection
33.2373976,126.3619001,3729621968,intersection,intersection
33.2067034,126.2901439,3776164055,intersection,intersection
33.2072381,126.290714,327141791,intersection,intersection
33.2132329,126.2929906,3729593863,intersection,intersection
33.228355,126.3069887,3775945560,intersection,intersection
33.2284962,126.3065137,327141216,intersection,intersection
33.2280638,126.3051189,3763343306,intersection,intersection
33.2050048,126.2647824,327142499,intersection,intersection
33.2072886,126.2647135,3776204123,intersection,intersection
33.211547,126.2603546,4661292268,intersection,intersection
33.2113602,126.2593828,10675517440,intersection,intersection
33.2113413,126.2592844,3741670069,intersection,intersection
33.2158689,126.2525591,327143131,intersection,intersection
33.2161649,126.2523904,414941342,intersection,intersection
33.2161242,126.2517761,3729585263,intersection,intersection
33.216106,126.251306,3729585261,intersection,intersection
33.2167649,126.2512443,3729585266,intersection,intersection
33.2178847,126.2511673,4150108557,intersection,intersection
33.2191681,126.2521086,2623486653,intersection,intersection
33.218957,126.2515134,3729585262,intersection,intersection
33.2194844,126.2520866,3777609806,intersection,intersection
33.2207094,126.2492983,5184540515,intersection,intersection
33.2293029,126.2408933,1658556942,intersection,intersection
33.2294888,126.2405946,436404963,intersection,intersection
33.2314072,126.2385443,3777755053,intersection,intersection
33.2353243,126.2358509,414941252,intersection,intersection
